序号,来源形式,父级标题/问题,原帖/回答URL,言论发布者,作者UID/Token,作者主页,发布时间,点赞数,风险级别,负面分类,核心实锤摘要/引证,完整言论原文,AI人工审核结论,审核判定理由,精准分类
109,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,香雪莲,chu-xue-hou-sheng,https://www.zhihu.com/people/chu-xue-hou-sheng,2022-09-16 09:35:52,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 那是，我,那是，我看见同事的孩子都是如此心情，更别说是自己家的孩子了。同事两口子都是非常好的人，如今家庭面临崩溃，其中最大的原因就是这个孩子错入清一的教育骗局。从当初的信心满满，到如今的失魂落魄，真的让人感叹不已。,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
110,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,香雪莲,chu-xue-hou-sheng,https://www.zhihu.com/people/chu-xue-hou-sheng,2022-11-01 12:23:53,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 嗯，这是,嗯，这是最让人痛心的事情。清一山长他们的评论都设置了，不让发表对他们不利的回复，其实这也是他心虚的表现。,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
111,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,彷徨,pang-huang-31,https://www.zhihu.com/people/pang-huang-31,2023-04-21 09:43:30,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 大哥现在,大哥现在你们的孩子怎样了？回学校上学了嘛？,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
112,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,玉米,86-81-58-53-17,https://www.zhihu.com/people/86-81-58-53-17,2023-10-22 16:20:00,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 那这个孩,"那这个孩子可能是自己不想提升
跟新教育无关",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
113,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2024-01-24 10:05:30,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 要体能,"要体能 你直接送去入伍是不是更好
还光耀门楣 还发工资
送去武校也行",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
114,评论区(主评),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,lingling,lingling-88-43,https://www.zhihu.com/people/lingling-88-43,2021-02-24 15:12:02,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 我孩子在,我孩子在2020/9月通过夏令营进入新教育，9岁的一位小男孩由92斤变到72斤，由原来没有目标，依赖父母，胆小，自理能力弱，自控能力弱，变为目标感强，自控能力强（以前很喜欢吃零食，现在基本不迟，过年看到很多美食都自觉管住自己的嘴），每日三餐都是他煮的，还赶很多家务，自觉完成学堂安排的学习任务，自己有手机也是听英文歌和学习用，不玩手机游戏（以前在体制的时候都会与同学一起玩吃鸡游戏），运动能力也变强了，整个人的精气神也提升了，虽然不是在今日学堂或清一塾读书，但短短几个月已经有这么大的变化，过年身边的亲友都特别羡慕。希望新教育越办越好！我也会坚持走下去。,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
115,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,宋兵乙,song-bing-yi-63,https://www.zhihu.com/people/song-bing-yi-63,2022-02-09 19:42:48,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 不会说话,不会说话就别说,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
116,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,浮萍,hu-zhi-xiong-29,https://www.zhihu.com/people/hu-zhi-xiong-29,2022-02-15 10:56:43,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 别人说的,别人说的好像也没错,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
117,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,不明真相的群众,bu-ming-zhen-xiang-de-qun-zhong-53,https://www.zhihu.com/people/bu-ming-zhen-xiang-de-qun-zhong-53,2022-02-20 13:48:45,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 你家的活,你家的活法伤害到一些人了。[大笑],🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
118,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2023-08-25 13:30:49,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 这有什么,这有什么呢？我在当年读重点中学的时候，比你说的还要懂事多少倍。那又怎么样？教育又不是专门教人搞这个。,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
119,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,玉米,86-81-58-53-17,https://www.zhihu.com/people/86-81-58-53-17,2023-10-22 16:18:24,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 这才是真,"这才是真正的新教育
我就是新教育的学生
希望你的孩子越来越好",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
121,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2023-12-25 10:44:37,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 教育是让,"教育是让一个人提高生产效率，出一个雷军 马斯克 就是教育的成功，而不是是不是自己洗衣服。是不是干家务。新教育因为没有成功案例 就专门提这些乖宝宝。
我读书时 我是全宿舍最勤快的，洗澡洗衣服总看不到同寝室的人
他们有的家庭条件好 直接投币洗衣机 吃穿用度都不错。
你猜人家现在过得好不好。",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
122,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2023-12-25 10:46:32,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 你对成功,"你对成功的标准走偏了。成功是发掘潜力，创新，不是在这里搞军事化训练，内务做得好不好，饭做得快不快。其实就是新教育没有足够的能力，所以用“会做事”来糊弄你，而你的确可能得个乖宝宝，但你孩子的潜在的能力，有机会发掘吗
新教育在理科方面有好老师吗 有资源吗",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
123,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,AndyEnder,andyender,https://www.zhihu.com/people/andyender,2024-06-17 10:19:54,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 饭都不会,饭都不会做，还当啥人呐[白眼]。如果想让人提高生产效率，你应该让他去学技术,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
124,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2024-07-05 15:57:42,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 哈哈 所,"哈哈 所以体制教育的短处仅仅是不教人做饭嘛 那好办啊 三个月寒暑假家长教一下撒
人家只是没教 没说不让你教  还鼓励孩子做家务
但所谓新教育的坑 是你家长能补的么
你拿几十万 去读书 他告诉你他的优势不是学技术是做家务？？？？？？
和着技术不值钱 新东方烹饪值钱？？",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
125,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,朵朵,duo-duo-52-41-84,https://www.zhihu.com/people/duo-duo-52-41-84,2024-07-16 11:14:32,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 对于孩子,对于孩子以后没有学籍，在社会怎样立足， 你想过吗？我也是想让孩子走新教育这条路，目前最担心的就是孩子以后没有学籍，踏入社会后的路有些担心。,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
126,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,自知者明,ren-zai-lu-tu-46-66,https://www.zhihu.com/people/ren-zai-lu-tu-46-66,2025-09-19 14:45:52,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 如何了现,如何了现在,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
127,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,文成武德张,93-55-89-13,https://www.zhihu.com/people/93-55-89-13,2025-10-08 06:28:37,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 娃今年应,娃今年应该14岁，现在怎样了？再过4年18岁准备怎么办？,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
128,专栏文章,"张
清一山长
十大""反常识""，凑齐一套能去天桥说相声",https://zhuanlan.zhihu.com/p/2073863526649802865,箴茅,50-36-55-23-76,https://www.zhihu.com/people/50-36-55-23-76,,19,HIGH,假武术/无实战能力/花架子、骗子/圈钱/洗脑/割韭菜/套路,"郎""。 江湖传言徐晓东曾把传武假大师轰出门。张清一比那些挨揍的""太 | 传武假大师轰出门。张清一比那些挨揍的""太极大师""高明之处，在于他 | 太极大师""高明之处，在于他不必上擂台——他筑了座文辞戏台，自己扮山","在知乎搜""张清一""，画风很迷：一边是家长跪谢""教育界的袁隆平""，一边是脱粉帖细数今日学堂怎么把娃教到自考兜底。 把山长博客和知乎转帖摊开一看，这位武大哲学硕士、自封""家""级人物（教育一家、武术一家、中医一家、金融一家）的雄文里，反常识浓度高得能当伪科学标本册。挑十条最经典的，陪诸位吃瓜。
其一，怕丑就会真变丑，信""吸引力法则""包治容颜。 山长郑重告诉我们：女子心中恐惧""丑""，就会""很快变老变丑""，连思维都让人敬而远之。这味儿熟，不就是 《秘密》+ 《水知道答案》的二手鸡汤？理科生圈早把吸引力法则归为伪科学，纯属幸存者偏差加记忆过滤。 按这逻辑，整容医生该改行卖励志书。
其二，西医不会治病，慢性病全靠悟道。 ""西医不关心病从哪来，逻辑上不合理""""人类跟细菌住了几万年为啥没死光""——山长据此宣判现代医学在慢病面前无能。 可世卫组织和柳叶刀的流行病学数据并不认这套：疫苗、抗生素、透析、靶向药没救过人？朱莉切乳腺是有 BRCA 基因量化风险，不是算命。把外科急症那句""手砍断了西医有用""当施舍，大师慷慨似菩萨。
其三，真中医自己不得病，得病就是庸医。 他骂中风老中医""连自己都治不好，怎救别人""，又说""懂中医根本不会中风""。 合着扁鹊、华佗、张仲景都得活到九十九，否则 《伤寒论》自动作废。按这标准，牛顿得痛风→经典力学失效；山长头发白过→哲学硕士证书该收回。
其四，文科是垃圾，体制培养""奴""和""徒""。 山长把社会人分七等：奴徒工匠师家圣，外加第八等""废物混蛋垃圾人""，顺手把送孩子进新教育的家长归到第八等，说自己带的是""师家圣""大礼包。 武大若听见校友把人文社科统称为垃圾，估计想把电气楼那块匾摘了重刻""工科净土""。
其五，儿童半年学完九年数学，三四个月雅思通关。 今日学堂宣称 12-15 岁搞思维写作，突破班孩子""四个月突破英语""，家长在知乎吹 10 岁娃双语演讲。可真拿成绩单？SAT 1500、常青藤录取，喊了多年没落地；离校学生多数回体制走自考或国际学校自救。 秘方永远在下一期课程里。
其六，传武打泰拳拿世界冠军，山长以""文人太极""驭之。 2025 年成都世运会有个叫刘晓慧（木兰明晓）的姑娘拿女子泰拳（外卡）金牌，清一系立马封神：""中国第一个用太极打泰拳的世界冠军""。 仔细看：选手 16 岁起专项泰拳八个月、常驻清迈泰拳馆实战三年，太极是底色不是擂台技。把泰拳奖牌贴到太极拳脸上，相当于用麦当劳炸鸡获奖，宣布""中式炒菜征服全球快餐业""。
其七，""我命由我不由天""，你生病是你当小白鼠。 山长训话：治病不主动主宰，就是任医生喂药的小白鼠。 可他自己当年扬言带学生去美国治癌症、顺手颠覆西医，至今查无此病案。 命由我不由天，天由山长解释。
其八，社会分八层，山长自居""家""，弟子皆准精英。 那套""奴徒工匠师家圣+废物""的金字塔，配合""新教育出来的是国礼级第三性女性""，读着像 《晋江修仙文》设定。 现实是：清迈木兰班、今日三语学校、磨丁校区，孩子退学后不少得重新自学对接高中。 精英滤镜碎一地，山长解释权永远归山长。
其九，搬砖抹地治多动症，模仿成功学演讲治自卑。 学堂心理行为训练：皮的孩子去搬砖除草降燥气，自卑的去练武加演讲成功学。 这叫""事上磨练""还是把儿童当行为矫正实验兔？至少循证教育学不认""搬砖=专注力训练""这条因果链。
其十，长篇＝真理，谁质疑谁是被洗脑的奴。 山长每篇博文万字起步，先否掉全社会，再引 《道德经》自转，落点到""跟我学慧心课""。知乎网友总结得俏：长文是权威感流水线，不是论证。 真有干货的人，费曼讲得清；讲不清的，靠字数吓人。
十条摆完，山长形象也从""横空出世的道术大家""退化为穿长衫、捋虚须、在知乎评论区跟人辩""你这奴级思维""的舞台丑角。不是说他早年对应试教育的批评全无道理——高考工厂确有病灶；可拿病灶当跳板，贩伪科学、分等级、神化自家拳与钱，这就不是教育家，是把 《读者》摘抄、《秘密》残页、武侠旁白和传销话术炖一锅的""知识地摊货郎""。
江湖传言徐晓东曾把传武假大师轰出门。张清一比那些挨揍的""太极大师""高明之处，在于他不必上擂台——他筑了座文辞戏台，自己扮山长，观众交学费坐前台，退票的被划入""第八等人""。只是戏台再大，也改不了后台那点事：泰拳姑娘的金牌、删不掉的早期博文、离校娃的自考准考证，才是较真的票友。
知乎老话：先问是不是，再问为什么。山长反过来——先封你为奴，再问你配不配提问。这路数，天桥相声演员都不敢这么使，怕砸挂。",🔴 确凿真实黑帖/负面攻击,"明确针对清一/新教育发表负面攻击或投诉: 清一比那些挨揍的""太 | 传武假大师",假武术/无实战能力质疑
129,专栏文章,"清一
新教育｜与清一邪教抗争到底的不是口舌之争，而是法律武器",https://zhuanlan.zhihu.com/p/2069563878569202287,守望者,zhivh8zilf,https://www.zhihu.com/people/zhivh8zilf,,21,HIGH,骗子/圈钱/洗脑/割韭菜/套路、新教育争议/误人子弟/毁孩子/伪国学,组织，口舌争辩难以撼动这套封闭洗脑体系，和它长久博弈，依靠的从来 | 法行径，所有侵害未成年人、敛财洗脑的不法事实终会被逐一查实。秉持 | 清一 新教育｜与清一邪教抗争到底的不是口舌之争，而是法,"对这个毫无廉耻的组织，口舌争辩难以撼动这套封闭洗脑体系，和它长久博弈，依靠的从来不是空谈道理，而是严明的法律准绳。
该组织借教育外衣非法办学、精神操控、大肆敛财，还辗转多地、转移境外规避监管，仅凭言语辩驳无法戳破层层伪装。我们收集受害者证据、梳理资金链条、递交举报线索，全程循着法律轨道稳步前行。
维权从无捷径，我们早已做好长久坚持的准备：一年未果便坚守两年，两年漫长就守候五年。纵使它刻意拖延、辗转藏匿，法律不会纵容违法行径，所有侵害未成年人、敛财洗脑的不法事实终会被逐一查实。秉持耐心久久为功，终将依靠法治力量斩断其灰色链条，守护无数家庭与孩子本该安稳的人生。",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 清一邪教,骗子/洗脑/割韭菜控诉
130,评论区(主评),"清一
新教育｜与清一邪教抗争到底的不是口舌之争，而是法律武器",https://zhuanlan.zhihu.com/p/2069563878569202287,茅箴,mao-zhen-21,https://www.zhihu.com/people/mao-zhen-21,2026-08-10 09:11:53,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,舌之争，而是法律武器】的评论 骗子们早就不知什么廉耻了，要不上课 | 上课问“什么是良知”[捂嘴]。骗子就一个想法，不管儿童死活，就是 | 关于文章【清一 新教育｜与清一邪教抗争到底的不是口舌之争，而是法,骗子们早就不知什么廉耻了，要不上课问“什么是良知”[捂嘴]。骗子就一个想法，不管儿童死活，就是掏空你的口袋。,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 清一邪教,骗子/洗脑/割韭菜控诉
131,评论区(楼中楼),"清一
新教育｜与清一邪教抗争到底的不是口舌之争，而是法律武器",https://zhuanlan.zhihu.com/p/2069563878569202287,来时路,v4m5qh,https://www.zhihu.com/people/v4m5qh,2026-08-17 11:09:47,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【清一 新教育｜与清一邪教抗争到底的不是口舌之争，而是法,违背法律的“良知”还能叫良知？,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 清一邪教,骗子/洗脑/割韭菜控诉
132,评论区(主评),"清一
新教育｜与清一邪教抗争到底的不是口舌之争，而是法律武器",https://zhuanlan.zhihu.com/p/2069563878569202287,FAFN,fafa-54-68-60,https://www.zhihu.com/people/fafa-54-68-60,2026-08-16 23:46:01,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,存在也要帮清一新教育主理人夫妻骗人骗钱。 这群人在行恶事，但他们 | 关于文章【清一 新教育｜与清一邪教抗争到底的不是口舌之争，而是法 | 事，在修行！ 清一新教育妥妥的邪教本质哪,"如夫妻之间对于送孩子入读清一教育的非法学校这件事情上出现意见不统一，一方不同意另一方把“夫妻共同财产”作为学费交给伪清一新教育“基金会”这种让教主赚不到便宜的事，新教育组织就怂恿信众离婚、离家、离开“能量不同频”、“低能量”的另一半（其他家长以过来人身份分享其“成功经验”）。
总而言之就是宁可劝离婚、拆散家庭，也要把家庭财富送进老脏夫妇的腰包里，哪怕信众们明知道清一新教育基金会不存在也要帮清一新教育主理人夫妻骗人骗钱。
这群人在行恶事，但他们却自我催眠觉得自己能量高，在做着正确的事，在修行！
清一新教育妥妥的邪教本质哪",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 清一邪教,骗子/洗脑/割韭菜控诉
136,评论区(主评),"清一
新教育的功与过：美好愿景下的残酷真相",https://zhuanlan.zhihu.com/p/2037887676087542321,稀有人类,xi-you-ren-lei-21,https://www.zhihu.com/people/xi-you-ren-lei-21,2026-06-18 04:14:10,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,好愿景下的残酷真相】的评论 搞洗脑骗钱，然后跑路海外[飙泪笑] | 景下的残酷真相】的评论 搞洗脑骗钱，然后跑路海外[飙泪笑],搞洗脑骗钱，然后跑路海外[飙泪笑],🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 命中清一负面关联,骗子/洗脑/割韭菜控诉
141,回答正文,,https://www.zhihu.com/answer/2070118434818593073,箴茅,50-36-55-23-76,https://www.zhihu.com/people/50-36-55-23-76,,19,HIGH,骗子/圈钱/洗脑/割韭菜/套路,度堪比街头卖完大力丸就跑的江湖骗子。 李敖要是活着，大概会这么说 | 其实很简单：前者是“高端出海版传销”，后者是“本土封闭版传销”。 | 海版传销”，后者是“本土封闭版传销”。 老板分别是张清一（张健柏,"答主：在教育圈踩过坑的人
谢邀，懒得展开，直接说透。
很多人分不清“清一新教育”和“如是书院”，其实很简单：前者是“高端出海版传销”，后者是“本土封闭版传销”。 老板分别是张清一（张健柏）和如平（赖泽明），两人没血缘关系，但收割逻辑一模一样：用“脱离体制”当诱饵，用“国学/精英”当滤镜，拿家长的焦虑当现金流。
先看清一系。张口闭口“颠覆K12”，其实就是让孩子去考美国的GED（高中同等学历考试）。这玩意儿原本是给没读完高中的成年人补证的，到了张大师嘴里就成了“碾压中美高考的神迹”。更别说那“百万共建费”，两百个孩子就是两个亿现金池。这钱买的是什么？是让家长自我感动的“爱国精英”人设，是切断孩子学籍后的“断尾求生”，以及一张大概率指向东南亚某特区、随时可能被当地执法部门清场的“单程票”。
再看最近翻车的“如是书院”。老板如平是个老熟人，2001年就因非法经营（传销）蹲过两年。出狱后换了个“国学导师”的马甲，专收厌学、抑郁的孩子。手法很糙但有效：收手机、收身份证、戒尺打手、关小黑屋“调整”。新昌县联合调查组已经进驻，但最讽刺的是，这种把“体罚”包装成“爱的棒喝”的作坊，居然能年收十几万学费，还被家长当成“救命稻草”。
两者的核心都在“控制”。张清一用“GED神话”忽悠高净值人群，如平用“戒尺管教”吓唬绝望家长。但剥开画皮，底色全是BITE模型：行为控制（退学、搬砖）、信息控制（屏蔽外界）、思维控制（独创话术）、情绪控制（制造愧疚）。
最恶心的是对生命的漠视。网上传九岁女童因零食被“调整”致死，虽未见官方通报，但光“十一岁男孩大太阳下搬砖打磨燥气”、“十六七岁‘2.0老师’上岗执教”这些实锤，已经足够触目惊心。张清一在关善祥事件后光速切割，冷血程度堪比街头卖完大力丸就跑的江湖骗子。
李敖要是活着，大概会这么说：“这哪是教育？这是把你的孩子放进一个没有出口的玻璃罐，外面贴着‘精英培养皿’，里面灌满了导师的贪婪和家长的无知。”
真正的教育，从不要求你下跪，也不收百万“臣服费”。凡是让你退学籍、断联系、无条件服从某个“大师”的，全是骗局。如今如是书院被查，张清一在磨丁风雨飘摇，这不仅仅是两家机构的倒掉，更是对所有“教育传销”的一次预警：别拿孩子当小白鼠，否则反噬的，终将是你自己的晚年。",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一在关善祥事件后光速切割，冷血程度堪比街头卖完大力丸就跑的江湖骗子,骗子/洗脑/割韭菜控诉
